id,source,name,place_id,address,city,state,phone,website,category,rating,reviews,first_name,last_name,contact_title,email,linkedin,intent,why,signals,created_at,updated_at
40,google_maps,M-Fire Suppression,ChIJ7yXcTEY13YARQsxyz8HneD4,"19807 Hamilton Ave, Torrance, CA 90502, USA",Torrance,CA,(424) 258-3243,https://www.mfiresuppression.com/,fire protection,5,1,Fred,Roberts,CEO and Chairman of the Board,fred@mfiresuppression.com,http://www.linkedin.com/in/fred-roberts-0b899a30,HIGH,"CEO/Chair of a niche fire inhibitor application company for wood-framed construction in Los Angeles—decision authority is strong and construction-adjacent. However, it’s not classic sprinkler/alarm contracting, and age/retirement signals are not supported in the research.","CEO & Primary Decision-Maker: Fred Roberts is CEO and President of M‑Fire Suppression (in role since April 2017), giving him direct authority over strategic and purchasing decisions—making him a high-value contact for BasisBoard outreach about bid and project management. His long tenure indicates deep operational knowledge and influence over vendor selection.

Active on LinkedIn: Roberts engages with construction and industry content on LinkedIn, signaling openness to professional networking and new solutions—an entry point for personalized social outreach or thought-leadership touchpoints from BasisBoard.

Specialist in Wood-Frame Protection: M‑Fire focuses on on-site fire inhibitor application for wood-framed construction and has worked on 100+ multi‑family structures—this specialization creates specific bid, scheduling, and compliance workflows that BasisBoard can help streamline.

Small-to-Mid Sized CA Contractor: Headquartered in Torrance, California with ~11–50 employees, M‑Fire matches BasisBoard's target ICP of small-to-mid fire protection firms where operational efficiency and repeatable bid processes deliver clear ROI.

Product Innovation & Growth Signals: The company markets AF‑31 (used for wildfire defense and lithium‑ion battery protection) and emphasizes patent‑protected, eco-friendly chemistry—suggesting a willingness to adopt new technologies and potential growth in adjacent markets where BasisBoard can support scaled bid operations.",2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
41,google_maps,First Choice Fire Protection,ChIJmUrsyrvKwoARpJlKrcep_oc,"550 Patrice Pl # E, Gardena, CA 90248, USA",Gardena,CA,(310) 329-6677,https://firstchoicefire.com/,fire protection,4.8,16,Louis,Halper,President,louis@firstchoicefire.com,http://www.linkedin.com/in/louis-halper-96392a28,BULLSEYE,"President in Gardena, CA with UCSB education dates 1975–1979 strongly indicates retirement age and long career—excellent objective fit. Company context is less detailed, but as a long-tenured principal in fire protection, he’s a high-priority owner target.","Company President / Decision-Maker: Listed as President of First Choice Fire Protection, indicating high-level decision-making authority and likely influence over strategic moves like succession or sale — a primary outreach target. This is a direct ownership/leadership signal for acquisition or succession conversations.

Likely Nearing Retirement Age: Education dated 1975–1979 (UCSB) and career signals dating to the 1970s suggest Louis is likely in his late 60s–70s, making him a strong candidate for succession planning or exit discussions. Age/timeline is a useful qualifier when prioritizing outreach for M&A or ownership transition services.

Local California Operator: Based in Gardena, California and operating a local fire protection services business, aligning with a California-focused acquisition or succession strategy where regional relationships and licenses matter. Local presence increases relevance for buyers targeting CA service footprints.

Small-to-Mid-Sized Contractor — Operational Pain Points: Company size (reported 2–13 employees across sources) and service focus (fire sprinklers, alarms, life safety) imply manual bid management and operational reliance on legacy processes, which creates openings for solutions that streamline bids, compliance, and handoffs during owner transition.",2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
42,google_maps,Xclusive Fire Protection,ChIJl4uxubiZwoARLhnNDSODErU,"6114 Tampa Ave, Tarzana, CA 91335, USA",Tarzana,CA,(877) 335-8880,http://xclusivefireprotection.com/,fire protection,5,5,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
43,google_maps,Lifetime Fire Protection,ChIJEapqXby1woARKZ59X_hJkAM,"1310 Kingsdale Ave, Redondo Beach, CA 90278, USA",Redondo Beach,CA,(310) 697-5149,https://lifetimefire.com/,fire protection,4.2,5,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
44,google_maps,Consolidated Fire Protection,ChIJD2firWXd3IARnvPWvoq4G4o,"153 Technology Dr Suite 200, Irvine, CA 92618, USA",Irvine,CA,(866) 556-4501,http://www.cfpfire.com/,fire protection,4.1,13,Matt,Krofcheck,President,mkrofcheck@cfpfire.com,http://www.linkedin.com/in/matt-krofcheck-8b185a9,BULLSEYE,"President at an Irvine, CA fire sprinkler contractor—good role and trade alignment. Age/retirement signal is unverified and company size details are missing, so prioritization is lower than leaders with clear 25+ year signals.","President & Decision-Maker: Matt Krofcheck is listed as President at CFP Fire Protection, giving him owner‑level decision authority over operations and vendor selection — a strong direct target for BasisBoard outreach.

Mid‑market National Contractor: CFP Fire Protection is a mid‑market firm (listed 51–200 employees) with national operations and integration into the Minimax Viking Group, implying the scale and budget to invest in enterprise tools like BasisBoard.

Complex Multi‑site Needs: CFP provides nationwide fire & life safety services, which suggests complexity managing bids, projects, and compliance across locations — a direct pain point BasisBoard can address for centralized project/bid management.

Active LinkedIn Engagement: Matt has 500+ LinkedIn connections and engages with posts about finance, construction, and industry topics, providing both social proof and actionable channels (InMail/posts) for personalized outreach.",2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
45,google_maps,Power Air and Fire Inc,ChIJj4tfEfFY34QRreuh06DNtb4,"6545 Wilbur Ave, Reseda, CA 91335, USA",Reseda,CA,(818) 456-6281,https://powerairandfire.com/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,fire protection,5,23,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
46,google_maps,Western States Fire Protection,ChIJjxF0HrQz3YAR6cUGBRkAkyM,"3720 Industry Ave #107, Lakewood, CA 90712, USA",Lakewood,CA,(562) 279-0770,https://www.wsfp.com/locations/lakewood-ca/?utm_source=GMBlisting&utm_medium=organic,fire protection,4.5,2,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
47,google_maps,A1 Fire Sprinkler,ChIJxdxwOhqbwoARFhshT_0323U,"18915 Leadwell St, Reseda, CA 91335, USA",Reseda,CA,(310) 619-1552,https://a1fireservices.com/,fire protection,5,82,Sterling,Brower,Owner,,http://www.linkedin.com/in/sterlingbrowera1,HIGH,"Owner/CEO of a CA-licensed C-16 fire sprinkler contractor in Los Angeles—good trade and decision-maker fit. Veteran/federal procurement interest suggests structured bidding activity that may be email-heavy. Age/retirement signal is not well-supported (OEF veteran may skew younger), so not ideal for the 50+ objective.","Owner & Decision-Maker: Sterling Brower is the CEO/Owner of A1 Fire Sprinkler Services and is the clear decision-maker for purchases and operational tools, making him a primary contact for BasisBoard's bid-management offering.

Veteran-Owned & Procurement-Minded: Brower is an Operation Enduring Freedom veteran and has publicly sought connections around SAM.gov, DSBS, federal procurement, and SDVOSB—signaling interest or involvement in government contracting where improved bid workflows are valuable.

Active LinkedIn Storytelling: He regularly posts about company growth, client satisfaction, and personal leadership reflections—providing timely, public touchpoints that sales outreach can reference to build relevance and rapport.

Licensed C-16 Commercial Contractor: A1 Fire Sprinkler holds a California C-16 fire protection contractor focus and a valid Contractors State License Board credential, indicating the company pursues commercial/industrial projects that generate formal bids—matching BasisBoard's target use cases.

Likely Bid & Workflow Pain: The company's mix of 24/7 emergency response, inspections, installs, and claimed 'combined experience of 25 years' suggests a high volume of bids and complex workflows currently handled via email/spreadsheets—an opportunity for BasisBoard to reduce missed opportunities and streamline tracking.",2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
48,google_maps,Champion Fire Sprinkler Systems,ChIJg8GhUyIx3YARhFq0ybco0vA,"615 E Broadway, Long Beach, CA 90802, USA",Long Beach,CA,(562) 478-7698,https://fireprotectionlongbeach.com/,"Champion Fire Systems, Inc.",5,30,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:59:02.194228+00:00
49,google_maps,Rightaway Fire Protection,ChIJOwk-APzTwoAROj1s6x-OM3Q,"7012 Vicki Dr, Whittier, CA 90606, USA",Whittier,CA,(562) 451-4941,https://fireprotectionwhittier.com/,fire protection,5,34,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
50,google_maps,Atlas Fire Sprinkler Systems Long Beach,ChIJrwlRK3Mv3YARv2I-domnr0c,"3124 Iroquois Ave, Long Beach, CA 90808, USA",Long Beach,CA,(562) 609-4274,https://firesprinklersystemslongbeach.com/,fire protection,4.7,30,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
